,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19,Z_20,Z_21,Z_22,Z_23,Z_24,Z_25,Z_26,Z_27,Z_28,Z_29,Z_30,Z_31,Z_32
94,-5.2640837e-05,-2.1055602e-11,3.1070325e-05,2.8195907e-06,3.3255658e-06,3.8016879e-10,-6.8528e-05,4.8316906e-11,0.0012514659,-5.4237673e-12,6.5938366e-11,-8.994584e-06,-0.0018387124,-1.6299403e-12,1.244677e-05,0.0007569329,5.4078964e-12,-2.274364e-11,-3.6653444e-05,1.914631e-11,2.0011312e-05,1.1202594e-11,-3.402191e-11,1.7818145e-05,0.0001735883,-4.196841e-05,6.1659404e-05,-3.0695446e-12,2.1440332e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
95,-5.2640837e-05,-2.0993651e-11,3.107032e-05,2.8162601e-06,3.325565e-06,3.8244252e-10,-6.8528e-05,4.8327342e-11,0.0012514659,-5.4246603e-12,6.2383876e-11,-8.994584e-06,-0.0018387124,-1.6295747e-12,1.2446728e-05,0.0007569329,5.8015814e-12,-2.2754996e-11,-3.6653444e-05,1.914664e-11,2.0011314e-05,1.0736301e-11,-3.4037276e-11,1.7818122e-05,0.0001735883,-4.196841e-05,6.16612e-05,-3.2969183e-12,5.71851e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
96,-5.2640837e-05,-2.102074e-11,3.107032e-05,2.8184272e-06,3.3255656e-06,3.8153303e-10,-6.8528e-05,4.8323123e-11,0.0012514659,-5.4175436e-12,6.304646e-11,-8.994584e-06,-0.0018387124,-1.6297133e-12,1.2446737e-05,0.0007569329,5.6479266e-12,-2.276132e-11,-3.6653444e-05,1.9146516e-11,2.0011314e-05,1.0885959e-11,-3.4031836e-11,1.781813e-05,0.0001735883,-4.196841e-05,6.166053e-05,-3.1832315e-12,3.4666705e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
97,-5.2640837e-05,-2.1005198e-11,3.107032e-05,2.8172317e-06,3.3255653e-06,3.8221515e-10,-6.8528e-05,4.8325566e-11,0.0012514659,-5.4212732e-12,6.26752e-11,-8.994584e-06,-0.0018387124,-1.6296361e-12,1.2446732e-05,0.0007569329,5.7361893e-12,-2.2758295e-11,-3.6653444e-05,1.9146585e-11,2.0011314e-05,1.080247e-11,-3.4034903e-11,1.7818125e-05,0.0001735883,-4.196841e-05,6.166091e-05,-3.2969183e-12,4.6592027e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
98,-5.2640837e-05,-2.1057378e-11,3.1070325e-05,2.8195905e-06,3.3255658e-06,3.8016879e-10,-6.8528e-05,4.8316906e-11,0.0012514659,-5.4251595e-12,6.63114e-11,-8.994584e-06,-0.0018387124,-1.6299488e-12,1.2446773e-05,0.0007569329,5.405121e-12,-2.2740528e-11,-3.6653444e-05,1.9146297e-11,2.0011312e-05,1.1236345e-11,-3.4021563e-11,1.7818147e-05,0.0001735883,-4.196841e-05,6.1659375e-05,-3.0695446e-12,2.1512783e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
99,-5.2640837e-05,-2.1051827e-11,3.1070325e-05,2.8196177e-06,3.3255658e-06,3.8039616e-10,-6.8528e-05,4.8317794e-11,0.0012514659,-5.42255e-12,6.554224e-11,-8.994584e-06,-0.0018387124,-1.6299063e-12,1.2446766e-05,0.0007569329,5.450973e-12,-2.2747127e-11,-3.6653444e-05,1.9146336e-11,2.0011314e-05,1.1171064e-11,-3.4023423e-11,1.7818144e-05,0.0001735883,-4.196841e-05,6.165963e-05,-3.0695446e-12,2.2176818e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
100,-5.2640837e-05,-2.1048274e-11,3.1070325e-05,2.8195113e-06,3.3255658e-06,3.8039616e-10,-6.8528e-05,4.831846e-11,0.0012514659,-5.420823e-12,6.528644e-11,-8.994584e-06,-0.0018387124,-1.6298852e-12,1.24467615e-05,0.0007569329,5.4845017e-12,-2.2750229e-11,-3.6653444e-05,1.9146356e-11,2.0011314e-05,1.1142198e-11,-3.402457e-11,1.7818142e-05,0.0001735883,-4.196841e-05,6.165973e-05,-3.0695446e-12,2.194414e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
101,-5.2640837e-05,-2.1034507e-11,3.107032e-05,2.819516e-06,3.3255658e-06,3.8107828e-10,-6.8528e-05,4.8321125e-11,0.0012514659,-5.4134488e-12,6.33964e-11,-8.994584e-06,-0.0018387124,-1.6297852e-12,1.24467415e-05,0.0007569329,5.575429e-12,-2.2765487e-11,-3.6653444e-05,1.9146454e-11,2.0011314e-05,1.0963674e-11,-3.4029043e-11,1.7818134e-05,0.0001735883,-4.196841e-05,6.16602e-05,-3.1832315e-12,2.214606e-12,-7.672131e-06,-3.4304823e-05,5.9504324e-05
102,-5.2640837e-05,-2.1012747e-11,3.107032e-05,2.8178574e-06,3.3255656e-06,3.817604e-10,-6.8528e-05,4.8324456e-11,0.0012514659,-5.4193178e-12,6.285816e-11,-8.994584e-06,-0.0018387124,-1.6296745e-12,1.2446734e-05,0.0007569329,5.6933347e-12,-2.2760002e-11,-3.6653444e-05,1.9146552e-11,2.0011314e-05,1.0843326e-11,-3.403342e-11,1.7818127e-05,0.0001735883,-4.196841e-05,6.166073e-05,-3.2969183e-12,4.0288935e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
103,-5.2640837e-05,-2.1068036e-11,3.1070325e-05,2.8196068e-06,3.3255658e-06,3.7971404e-10,-6.8528e-05,4.8314686e-11,0.0012514659,-5.43228e-12,6.7543304e-11,-8.994584e-06,-0.0018387124,-1.6300203e-12,1.2446792e-05,0.0007569329,5.316969e-12,-2.2728167e-11,-3.6653444e-05,1.914622e-11,2.0011312e-05,1.1361134e-11,-3.4017664e-11,1.7818153e-05,0.0001735883,-4.196841e-05,6.165907e-05,-2.842171e-12,2.3888608e-12,-7.672133e-06,-3.4304823e-05,5.9504324e-05
104,-5.2640837e-05,-2.1177948e-11,3.1070325e-05,2.8194981e-06,3.3255658e-06,3.749392e-10,-6.8528e-05,4.8293813e-11,0.0012514659,-5.4950237e-12,8.0741636e-11,-8.994584e-06,-0.0018387124,-1.6307847e-12,1.2446959e-05,0.0007569329,4.4179105e-12,-2.2604515e-11,-3.6653444e-05,1.914546e-11,2.0011312e-05,1.2599255e-11,-3.3979344e-11,1.781821e-05,0.0001735883,-4.196841e-05,6.165525e-05,-2.046363e-12,3.3852513e-12,-7.672142e-06,-3.4304823e-05,5.950432e-05
105,-5.2640837e-05,-2.099454e-11,3.107032e-05,2.8163677e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.832712e-11,0.0012514659,-5.4243216e-12,6.241585e-11,-8.994584e-06,-0.0018387124,-1.6295811e-12,1.2446729e-05,0.0007569329,5.794365e-12,-2.2755287e-11,-3.6653444e-05,1.9146634e-11,2.0011314e-05,1.0742962e-11,-3.403703e-11,1.7818122e-05,0.0001735883,-4.196841e-05,6.1661165e-05,-3.2969183e-12,5.609151e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
106,-5.2640837e-05,-2.1017854e-11,3.107032e-05,2.818248e-06,3.3255656e-06,3.8153303e-10,-6.8528e-05,4.8323345e-11,0.0012514659,-5.4176125e-12,6.2993166e-11,-8.994584e-06,-0.0018387124,-1.6297017e-12,1.2446737e-05,0.0007569329,5.6669114e-12,-2.276172e-11,-3.6653444e-05,1.9146528e-11,2.0011314e-05,1.0873968e-11,-3.4032336e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.166059e-05,-3.2969183e-12,3.5167017e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
107,-5.2640837e-05,-2.1039392e-11,3.1070325e-05,2.8195811e-06,3.3255658e-06,3.808509e-10,-6.8528e-05,4.832046e-11,0.0012514659,-5.4145395e-12,6.3886674e-11,-8.994584e-06,-0.0018387124,-1.6298166e-12,1.2446745e-05,0.0007569329,5.544676e-12,-2.2762285e-11,-3.6653444e-05,1.9146424e-11,2.0011314e-05,1.101208e-11,-3.4027683e-11,1.7818138e-05,0.0001735883,-4.196841e-05,6.166004e-05,-3.1832315e-12,2.1065164e-12,-7.672131e-06,-3.4304823e-05,5.9504324e-05
108,-5.2640837e-05,-2.1119106e-11,3.1070325e-05,2.8195373e-06,3.3255658e-06,3.774403e-10,-6.8528e-05,4.8304916e-11,0.0012514659,-5.462526e-12,7.379253e-11,-8.994584e-06,-0.0018387124,-1.6303788e-12,1.2446874e-05,0.0007569329,4.892531e-12,-2.2669623e-11,-3.6653444e-05,1.914586e-11,2.0011312e-05,1.1956214e-11,-3.399966e-11,1.781818e-05,0.0001735883,-4.196841e-05,6.165731e-05,-2.3874236e-12,2.7512125e-12,-7.672137e-06,-3.4304823e-05,5.9504324e-05
109,-5.2640837e-05,-2.1018076e-11,3.107032e-05,2.8183172e-06,3.3255656e-06,3.8153303e-10,-6.8528e-05,4.8323345e-11,0.0012514659,-5.417812e-12,6.299672e-11,-8.994584e-06,-0.0018387124,-1.6297048e-12,1.2446737e-05,0.0007569329,5.6638028e-12,-2.2761213e-11,-3.6653444e-05,1.9146528e-11,2.0011314e-05,1.0873968e-11,-3.4032343e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.1660576e-05,-3.2969183e-12,3.5354922e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
110,-5.2640837e-05,-2.1034507e-11,3.107032e-05,2.8195336e-06,3.3255658e-06,3.8107828e-10,-6.8528e-05,4.8321125e-11,0.0012514659,-5.413414e-12,6.343015e-11,-8.994584e-06,-0.0018387124,-1.629788e-12,1.2446742e-05,0.0007569329,5.5742078e-12,-2.2765512e-11,-3.6653444e-05,1.9146452e-11,2.0011314e-05,1.0967227e-11,-3.4028974e-11,1.7818134e-05,0.0001735883,-4.196841e-05,6.166019e-05,-3.1832315e-12,2.149586e-12,-7.672131e-06,-3.4304823e-05,5.9504324e-05
111,-5.2640837e-05,-2.1062263e-11,3.1070325e-05,2.8195504e-06,3.3255658e-06,3.799414e-10,-6.8528e-05,4.8315796e-11,0.0012514659,-5.4272645e-12,6.671552e-11,-8.994584e-06,-0.0018387124,-1.6299821e-12,1.2446779e-05,0.0007569329,5.35727e-12,-2.2736459e-11,-3.6653444e-05,1.9146264e-11,2.0011312e-05,1.1273649e-11,-3.401973e-11,1.7818149e-05,0.0001735883,-4.196841e-05,6.1659186e-05,-3.0695446e-12,2.2450626e-12,-7.672133e-06,-3.4304823e-05,5.9504324e-05
112,-5.2640837e-05,-2.1057378e-11,3.1070325e-05,2.819567e-06,3.3255658e-06,3.799414e-10,-6.8528e-05,4.8316684e-11,0.0012514659,-5.4256617e-12,6.6314954e-11,-8.994584e-06,-0.0018387124,-1.6299499e-12,1.2446775e-05,0.0007569329,5.401124e-12,-2.2739973e-11,-3.6653444e-05,1.9146292e-11,2.0011312e-05,1.1244783e-11,-3.4021366e-11,1.7818147e-05,0.0001735883,-4.196841e-05,6.1659375e-05,-3.0695446e-12,2.1913495e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
113,-5.2640837e-05,-2.1038948e-11,3.1070325e-05,2.8196325e-06,3.3255658e-06,3.808509e-10,-6.8528e-05,4.8320237e-11,0.0012514659,-5.414803e-12,6.3948846e-11,-8.994584e-06,-0.0018387124,-1.6298206e-12,1.2446747e-05,0.0007569329,5.54512e-12,-2.2762056e-11,-3.6653444e-05,1.9146424e-11,2.0011314e-05,1.1018297e-11,-3.4027708e-11,1.7818136e-05,0.0001735883,-4.196841e-05,6.166004e-05,-3.1832315e-12,2.007441e-12,-7.672131e-06,-3.4304823e-05,5.9504324e-05
114,-5.2640837e-05,-2.101852e-11,3.107032e-05,2.8183597e-06,3.3255656e-06,3.8153303e-10,-6.8528e-05,4.8323345e-11,0.0012514659,-5.417633e-12,6.301182e-11,-8.994584e-06,-0.0018387124,-1.6297072e-12,1.2446737e-05,0.0007569329,5.659584e-12,-2.2761452e-11,-3.6653444e-05,1.9146525e-11,2.0011314e-05,1.0877077e-11,-3.4032197e-11,1.781813e-05,0.0001735883,-4.196841e-05,6.166056e-05,-3.1832315e-12,3.4856597e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
115,-5.2640837e-05,-2.1011637e-11,3.107032e-05,2.817773e-06,3.3255656e-06,3.8198777e-10,-6.8528e-05,4.8324456e-11,0.0012514659,-5.4194665e-12,6.2837735e-11,-8.994584e-06,-0.0018387124,-1.6296708e-12,1.2446734e-05,0.0007569329,5.700884e-12,-2.2759815e-11,-3.6653444e-05,1.9146556e-11,2.0011314e-05,1.0837553e-11,-3.403362e-11,1.7818127e-05,0.0001735883,-4.196841e-05,6.1660736e-05,-3.2969183e-12,4.076823e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
116,-5.2640837e-05,-2.1000757e-11,3.107032e-05,2.8168843e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326232e-11,0.0012514659,-5.422527e-12,6.2569505e-11,-8.994584e-06,-0.0018387124,-1.629614e-12,1.2446731e-05,0.0007569329,5.759948e-12,-2.2757012e-11,-3.6653444e-05,1.9146604e-11,2.0011314e-05,1.0778045e-11,-3.4035778e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166101e-05,-3.2969183e-12,5.045413e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
117,-5.2640837e-05,-2.1131097e-11,3.1070325e-05,2.8195548e-06,3.3255658e-06,3.7698555e-10,-6.8528e-05,4.8302695e-11,0.0012514659,-5.4682396e-12,7.51017e-11,-8.994584e-06,-0.0018387124,-1.6304594e-12,1.2446889e-05,0.0007569329,4.79794e-12,-2.26574e-11,-3.6653444e-05,1.9145784e-11,2.0011312e-05,1.2070345e-11,-3.399566e-11,1.7818185e-05,0.0001735883,-4.196841e-05,6.165687e-05,-2.2737368e-12,2.9121948e-12,-7.672138e-06,-3.4304823e-05,5.9504324e-05
118,-5.2640837e-05,-2.1000979e-11,3.107032e-05,2.81688e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326232e-11,0.0012514659,-5.422432e-12,6.257217e-11,-8.994584e-06,-0.0018387124,-1.6296133e-12,1.2446731e-05,0.0007569329,5.759393e-12,-2.2757247e-11,-3.6653444e-05,1.9146604e-11,2.0011314e-05,1.0778933e-11,-3.403573e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166102e-05,-3.2969183e-12,5.037225e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
119,-5.2640837e-05,-2.1074031e-11,3.1070325e-05,2.819632e-06,3.3255658e-06,3.792593e-10,-6.8528e-05,4.8313575e-11,0.0012514659,-5.4355517e-12,6.8347994e-11,-8.994584e-06,-0.0018387124,-1.6300673e-12,1.2446801e-05,0.0007569329,5.2633453e-12,-2.2721824e-11,-3.6653444e-05,1.9146181e-11,2.0011312e-05,1.1423307e-11,-3.4015537e-11,1.7818156e-05,0.0001735883,-4.196841e-05,6.1658844e-05,-2.842171e-12,2.3151325e-12,-7.6721335e-06,-3.4304823e-05,5.9504324e-05
120,-5.2640837e-05,-2.1073143e-11,3.1070325e-05,2.8196062e-06,3.3255658e-06,3.7948666e-10,-6.8528e-05,4.8313575e-11,0.0012514659,-5.4348514e-12,6.820233e-11,-8.994584e-06,-0.0018387124,-1.6300619e-12,1.24468e-05,0.0007569329,5.2695626e-12,-2.2722331e-11,-3.6653444e-05,1.9146185e-11,2.0011312e-05,1.1420642e-11,-3.401582e-11,1.7818156e-05,0.0001735883,-4.196841e-05,6.165884e-05,-2.842171e-12,2.2860802e-12,-7.6721335e-06,-3.4304823e-05,5.9504324e-05
121,-5.2640837e-05,-2.1056712e-11,3.1070325e-05,2.819609e-06,3.3255658e-06,3.8016879e-10,-6.8528e-05,4.8316906e-11,0.0012514659,-5.4247557e-12,6.6075145e-11,-8.994584e-06,-0.0018387124,-1.6299434e-12,1.2446772e-05,0.0007569329,5.40612e-12,-2.2742155e-11,-3.6653444e-05,1.9146303e-11,2.0011312e-05,1.1218582e-11,-3.4021654e-11,1.7818147e-05,0.0001735883,-4.196841e-05,6.165942e-05,-3.0695446e-12,2.2308032e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
122,-5.2640837e-05,-2.1022295e-11,3.107032e-05,2.8186375e-06,3.3255656e-06,3.8153303e-10,-6.8528e-05,4.83229e-11,0.0012514659,-5.416544e-12,6.3100636e-11,-8.994584e-06,-0.0018387124,-1.6297261e-12,1.2446738e-05,0.0007569329,5.6417093e-12,-2.2762597e-11,-3.6653444e-05,1.9146507e-11,2.0011314e-05,1.0897505e-11,-3.4031493e-11,1.781813e-05,0.0001735883,-4.196841e-05,6.166048e-05,-3.1832315e-12,3.15775e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
123,-5.2640837e-05,-2.1028956e-11,3.107032e-05,2.8190582e-06,3.3255658e-06,3.8130565e-10,-6.8528e-05,4.832179e-11,0.0012514659,-5.414811e-12,6.331913e-11,-8.994584e-06,-0.0018387124,-1.6297601e-12,1.24467415e-05,0.0007569329,5.60485e-12,-2.276403e-11,-3.6653444e-05,1.9146476e-11,2.0011314e-05,1.0940138e-11,-3.4030036e-11,1.7818133e-05,0.0001735883,-4.196841e-05,6.166031e-05,-3.1832315e-12,2.5650515e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
124,-5.2640837e-05,-2.107936e-11,3.1070325e-05,2.8196332e-06,3.3255658e-06,3.792593e-10,-6.8528e-05,4.8312687e-11,0.0012514659,-5.437583e-12,6.8795636e-11,-8.994584e-06,-0.0018387124,-1.6301049e-12,1.2446807e-05,0.0007569329,5.212275e-12,-2.2717193e-11,-3.6653444e-05,1.9146146e-11,2.0011312e-05,1.1467272e-11,-3.401363e-11,1.7818158e-05,0.0001735883,-4.196841e-05,6.165861e-05,-2.842171e-12,2.3128261e-12,-7.6721335e-06,-3.4304823e-05,5.9504324e-05
125,-5.2640837e-05,-2.1017188e-11,3.107032e-05,2.818134e-06,3.3255656e-06,3.817604e-10,-6.8528e-05,4.832379e-11,0.0012514659,-5.4179005e-12,6.297096e-11,-8.994584e-06,-0.0018387124,-1.6296944e-12,1.2446736e-05,0.0007569329,5.6724625e-12,-2.276148e-11,-3.6653444e-05,1.9146532e-11,2.0011314e-05,1.0867751e-11,-3.4032513e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.166063e-05,-3.2969183e-12,3.6229708e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
126,-5.2640837e-05,-2.1086688e-11,3.1070325e-05,2.8194927e-06,3.3255658e-06,3.7880454e-10,-6.8528e-05,4.8311133e-11,0.0012514659,-5.4432665e-12,6.995382e-11,-8.994584e-06,-0.0018387124,-1.6301576e-12,1.2446823e-05,0.0007569329,5.1589844e-12,-2.2705903e-11,-3.6653444e-05,1.9146086e-11,2.0011312e-05,1.1592949e-11,-3.4011027e-11,1.7818164e-05,0.0001735883,-4.196841e-05,6.165836e-05,-2.6147973e-12,2.3608962e-12,-7.672134e-06,-3.4304823e-05,5.9504324e-05
127,-5.2640837e-05,-2.1110669e-11,3.1070325e-05,2.819527e-06,3.3255658e-06,3.7789505e-10,-6.8528e-05,4.8306692e-11,0.0012514659,-5.4546532e-12,7.242651e-11,-8.994584e-06,-0.0018387124,-1.6303183e-12,1.24468515e-05,0.0007569329,4.958367e-12,-2.2682925e-11,-3.6653444e-05,1.9145933e-11,2.0011312e-05,1.1807e-11,-3.4002866e-11,1.7818174e-05,0.0001735883,-4.196841e-05,6.165751e-05,-2.6147973e-12,2.6455158e-12,-7.672136e-06,-3.4304823e-05,5.9504324e-05
128,-5.2640837e-05,-2.1015412e-11,3.107032e-05,2.8180414e-06,3.3255656e-06,3.817604e-10,-6.8528e-05,4.832401e-11,0.0012514659,-5.418464e-12,6.2920336e-11,-8.994584e-06,-0.0018387124,-1.6296867e-12,1.2446735e-05,0.0007569329,5.680345e-12,-2.276106e-11,-3.6653444e-05,1.914654e-11,2.0011314e-05,1.0857537e-11,-3.4032888e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.166067e-05,-3.2969183e-12,3.7877505e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
129,-5.2640837e-05,-2.1027846e-11,3.107032e-05,2.8190623e-06,3.3255658e-06,3.8130565e-10,-6.8528e-05,4.8322013e-11,0.0012514659,-5.4153084e-12,6.323653e-11,-8.994584e-06,-0.0018387124,-1.6297536e-12,1.244674e-05,0.0007569329,5.610179e-12,-2.2763548e-11,-3.6653444e-05,1.9146483e-11,2.0011314e-05,1.0927259e-11,-3.4030414e-11,1.7818133e-05,0.0001735883,-4.196841e-05,6.166034e-05,-3.1832315e-12,2.7409047e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
130,-5.2640837e-05,-2.100009e-11,3.107032e-05,2.8168006e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326232e-11,0.0012514659,-5.4227994e-12,6.2544636e-11,-8.994584e-06,-0.0018387124,-1.6296086e-12,1.2446731e-05,0.0007569329,5.765499e-12,-2.2756786e-11,-3.6653444e-05,1.914661e-11,2.0011314e-05,1.0771828e-11,-3.4035972e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166104e-05,-3.2969183e-12,5.1353618e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
131,-5.2640837e-05,-2.1012303e-11,3.107032e-05,2.8177685e-06,3.3255656e-06,3.8198777e-10,-6.8528e-05,4.8324456e-11,0.0012514659,-5.4191564e-12,6.285017e-11,-8.994584e-06,-0.0018387124,-1.6296706e-12,1.2446734e-05,0.0007569329,5.698997e-12,-2.276046e-11,-3.6653444e-05,1.9146552e-11,2.0011314e-05,1.084155e-11,-3.403347e-11,1.7818127e-05,0.0001735883,-4.196841e-05,6.166074e-05,-3.2969183e-12,4.02122e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
132,-5.2640837e-05,-2.0998758e-11,3.107032e-05,2.8167026e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326454e-11,0.0012514659,-5.423092e-12,6.25171e-11,-8.994584e-06,-0.0018387124,-1.6296025e-12,1.244673e-05,0.0007569329,5.7719385e-12,-2.275654e-11,-3.6653444e-05,1.9146615e-11,2.0011314e-05,1.0766055e-11,-3.4036197e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166107e-05,-3.2969183e-12,5.2314654e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
133,-5.2640837e-05,-2.1022739e-11,3.107032e-05,2.8185652e-06,3.3255656e-06,3.8153303e-10,-6.8528e-05,4.83229e-11,0.0012514659,-5.4165977e-12,6.312817e-11,-8.994584e-06,-0.0018387124,-1.6297239e-12,1.2446739e-05,0.0007569329,5.6383787e-12,-2.2762205e-11,-3.6653444e-05,1.9146506e-11,2.0011314e-05,1.0901058e-11,-3.4031333e-11,1.781813e-05,0.0001735883,-4.196841e-05,6.1660474e-05,-3.1832315e-12,3.1870947e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
134,-5.2640837e-05,-2.1103785e-11,3.1070325e-05,2.8193535e-06,3.3255658e-06,3.7812242e-10,-6.8528e-05,4.830758e-11,0.0012514659,-5.4537546e-12,7.2082784e-11,-8.994584e-06,-0.0018387124,-1.6302744e-12,1.24468515e-05,0.0007569329,5.0248694e-12,-2.2685725e-11,-3.6653444e-05,1.9145963e-11,2.0011312e-05,1.18003385e-11,-3.400502e-11,1.7818173e-05,0.0001735883,-4.196841e-05,6.165778e-05,-2.6147973e-12,2.569456e-12,-7.672136e-06,-3.4304823e-05,5.9504324e-05
135,-5.2640837e-05,-2.1040503e-11,3.1070325e-05,2.8196114e-06,3.3255658e-06,3.808509e-10,-6.8528e-05,4.8319793e-11,0.0012514659,-5.415898e-12,6.4178884e-11,-8.994584e-06,-0.0018387124,-1.6298302e-12,1.2446749e-05,0.0007569329,5.5371263e-12,-2.2759922e-11,-3.6653444e-05,1.9146412e-11,2.0011314e-05,1.1040502e-11,-3.4027198e-11,1.7818138e-05,0.0001735883,-4.196841e-05,6.1659994e-05,-3.1832315e-12,2.0879904e-12,-7.672131e-06,-3.4304823e-05,5.9504324e-05
136,-5.2640837e-05,-2.1028956e-11,3.107032e-05,2.8189797e-06,3.3255658e-06,3.8130565e-10,-6.8528e-05,4.8322013e-11,0.0012514659,-5.4146956e-12,6.331291e-11,-8.994584e-06,-0.0018387124,-1.6297587e-12,1.24467415e-05,0.0007569329,5.604517e-12,-2.276402e-11,-3.6653444e-05,1.9146474e-11,2.0011314e-05,1.0942802e-11,-3.402998e-11,1.7818133e-05,0.0001735883,-4.196841e-05,6.16603e-05,-3.1832315e-12,2.5668287e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
137,-5.2640837e-05,-2.0994317e-11,3.107032e-05,2.816342e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.832712e-11,0.0012514659,-5.424379e-12,6.2408745e-11,-8.994584e-06,-0.0018387124,-1.6295797e-12,1.2446728e-05,0.0007569329,5.7961413e-12,-2.275528e-11,-3.6653444e-05,1.9146636e-11,2.0011314e-05,1.0740742e-11,-3.4037082e-11,1.7818122e-05,0.0001735883,-4.196841e-05,6.166118e-05,-3.2969183e-12,5.6303425e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
138,-5.2640837e-05,-2.1047608e-11,3.1070325e-05,2.8196314e-06,3.3255658e-06,3.8039616e-10,-6.8528e-05,4.8318682e-11,0.0012514659,-5.419496e-12,6.5011996e-11,-8.994584e-06,-0.0018387124,-1.6298811e-12,1.2446759e-05,0.0007569329,5.480505e-12,-2.2752432e-11,-3.6653444e-05,1.9146367e-11,2.0011314e-05,1.1116885e-11,-3.402486e-11,1.7818142e-05,0.0001735883,-4.196841e-05,6.1659724e-05,-3.0695446e-12,2.093956e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
139,-5.2640837e-05,-2.1088908e-11,3.1070325e-05,2.8196007e-06,3.3255658e-06,3.7880454e-10,-6.8528e-05,4.831069e-11,0.0012514659,-5.444318e-12,7.011014e-11,-8.994584e-06,-0.0018387124,-1.6301693e-12,1.2446825e-05,0.0007569329,5.1406657e-12,-2.2704737e-11,-3.6653444e-05,1.9146075e-11,2.0011312e-05,1.1598278e-11,-3.401032e-11,1.7818164e-05,0.0001735883,-4.196841e-05,6.1658335e-05,-2.728484e-12,2.4485873e-12,-7.672134e-06,-3.4304823e-05,5.9504324e-05
140,-5.2640837e-05,-2.0997648e-11,3.107032e-05,2.816602e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326676e-11,0.0012514659,-5.4233987e-12,6.248868e-11,-8.994584e-06,-0.0018387124,-1.6295961e-12,1.244673e-05,0.0007569329,5.7783778e-12,-2.2756273e-11,-3.6653444e-05,1.914662e-11,2.0011314e-05,1.0759393e-11,-3.4036423e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.16611e-05,-3.2969183e-12,5.3359548e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
141,-5.2640837e-05,-2.10727e-11,3.1070325e-05,2.8196296e-06,3.3255658e-06,3.7948666e-10,-6.8528e-05,4.8313575e-11,0.0012514659,-5.43492e-12,6.8147266e-11,-8.994584e-06,-0.0018387124,-1.6300599e-12,1.24468e-05,0.0007569329,5.26712e-12,-2.2723032e-11,-3.6653444e-05,1.9146186e-11,2.0011312e-05,1.1413981e-11,-3.4015808e-11,1.7818154e-05,0.0001735883,-4.196841e-05,6.1658866e-05,-2.842171e-12,2.2913112e-12,-7.6721335e-06,-3.4304823e-05,5.9504324e-05
